URL,Title,Company,Industry,Size,Posted at,Location,Job Type,Experience Required,Responsibilities,Requirements,Skills Required,Raw Details,Scraped at
https://www.techinasia.com/jobs/8685a362-e924-43dc-bd4c-f92ff626a991,Funding Operations Analyst,Amartha,"Lending, loans, and credit","1,001 – 5,000",Date created: 11 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Gain a deep understanding of channeling partner requirements, identify and address the operational process gaps and generate transaction reports, analysis and provide input to the currently ongoing business process', 'Provide portfolio monitoring and reconciliation\xa0']","['Gain a deep understanding of channeling partner requirements, identify and address the operational process gaps and generate transaction reports, analysis and provide input to the currently ongoing business process', 'Provide portfolio monitoring and reconciliation\xa0']","['Process Management', 'Risk Analysis', 'Microsoft Excel', 'Financial Analysis', 'Statistical Analysis', 'Data Analysis']","<div class=""jsx-3475296548""><p><strong>About the role:</strong></p>
<p>As our next Funding Operations Analyst, you will support our channeling institution partner in terms of conducting transactions, reconciliation as well as portfolio monitoring. You will also work alongside other analysts as well as our fellow Funding Team who focused more on managing the relationship. </p>
<p><strong>Responsibilities:</strong></p>
<ul><li>Gain a deep understanding of channeling partner requirements, identify and address the operational process gaps and generate transaction reports, analysis and provide input to the currently ongoing business process</li>
<li>Provide portfolio monitoring and reconciliation </li>
</ul>
<p><strong>Requirements:</strong></p>
<ul><li>Should have at least 2 years of conducting transaction </li>
<li>A Bachelor’s degree in any related field </li>
<li>Experience in Banking Back Office or other Fintech, as well as having competencies in query would be huge plus</li>
</ul>
<p><strong>About the team:</strong></p>
<p>Our funding operations team consists of 6 people, we served more than 10 channeling institutions and helped them to ensure smooth transactions process as well as accuracy to maintain our partners portfolio quality. </p>
<p>Funding operations team is part of bigger Business Operations team, with 2 (two) other departments which are Insurance and Reconciliation Team. </p>
<p><br/></p></div>",2021-11-10 13:49:27.343726
https://www.techinasia.com/jobs/8e97440a-277b-497b-9702-0ca4b2acdf1e,Business Intelligence Analyst ,Aplikasi Super,Ecommerce logistics,51 – 200,Date created: 6 Oct 2021,"Surabaya, Indonesia",Full-time,1 to 4 years,"['More than a Work\nWorking at Super is not just about completing tasks from your boss. We all here consider this as a live action game where you are running the match to prove your ability. Here you will get full support, trust, and opportunities to complete your mission and develop yourself to become a great and tough person.', 'Big Impact\nBecoming part of our mission to create a massive impact in East Indonesia, to improve economic equality distribution in the rural area, create jobs for the villagers and help them improve their family financial, as well as build a hyperlocal supply chain to make goods more affordable for them.', 'Growth Mindset\nWe want you to possess a growth mindset. This is Super’s philosophy and foundation; We always try to push ourselves forward, even though we are at the top, we always think we are in second place, so that we never let our guard down and create innovations continuously.', 'Great Culture\nWe have a dynamic, open, and fun culture. We work hard, and must be agile and adaptive in every condition. We encourage collaboration between teams, value freedom of speech and no boundaries between us, even founders are available for questions, coffee, or to challenge to a karaoke or friendly game of FIFA.\xa0']","['More than a Work\nWorking at Super is not just about completing tasks from your boss. We all here consider this as a live action game where you are running the match to prove your ability. Here you will get full support, trust, and opportunities to complete your mission and develop yourself to become a great and tough person.', 'Big Impact\nBecoming part of our mission to create a massive impact in East Indonesia, to improve economic equality distribution in the rural area, create jobs for the villagers and help them improve their family financial, as well as build a hyperlocal supply chain to make goods more affordable for them.', 'Growth Mindset\nWe want you to possess a growth mindset. This is Super’s philosophy and foundation; We always try to push ourselves forward, even though we are at the top, we always think we are in second place, so that we never let our guard down and create innovations continuously.', 'Great Culture\nWe have a dynamic, open, and fun culture. We work hard, and must be agile and adaptive in every condition. We encourage collaboration between teams, value freedom of speech and no boundaries between us, even founders are available for questions, coffee, or to challenge to a karaoke or friendly game of FIFA.\xa0']","['Statistics', 'Data Visualization', 'Python', 'SQL', 'R', 'Business Intelligence', 'Tableau', 'Data Analysis']","<div class=""jsx-3475296548""><p>Job Description :</p>
<ul><li>Design and create dashboards using various data.</li>
<li>Draw on strong business and statistical knowledge to organize research or development projects, including identification of relevant data points, data extraction and transformation, data model building, and visualizations.</li>
<li>Deep analytics on customer behavior to give strategic insights for businesses to make decision.</li>
<li>Show analytical mind and business acumen with ability to work with large amounts of data to discover patterns and trends and to form conclusions based on findings</li>
</ul>
<p>Requirements :</p>
<ul><li>At least a Bachelor's degree in computer science/information science, statistics, mathematics, and other related fields.</li>
<li>2+ years of experience in business intelligence or data analyst field.</li>
<li>Familiarity with SQL, Tableau, Python, and R.</li>
<li>Excellent analytical skills topped with strong communication and presentation capabilities in order to share recommendations.</li>
<li>Strong contribution in data mining, analytics, and data visualization</li>
</ul>
<p><br/></p></div>",2021-11-10 13:49:34.876721
https://www.techinasia.com/jobs/60e6820b-6da0-44a2-ba67-2c2e00e489c5,Business Growth Analyst,GoCement,Marketplaces (miscellaneous niche),11 – 50,Date created: 4 Oct 2021,"Surabaya, Indonesia",Full-time,1 to 4 years,"['Align with stakeholders to identify issues and use data to propose solutions for effective decision-making.', 'Lead new data analytics capability rollouts throughout GoCement.', 'Crunch the given data and propose strategy-related decisions to growth hack the\nmarket.', 'Creating Daily/Weekly/monthly performance analysis dashboards to monitor the\nperformance of the business, to locate risk and discover potential business opportunities.']","['Education background in Statistics, Computer Science, Engineering, Mathematics or related fields with min 2 years working experience at a Start-Up / Management Consulting Company.', 'Experienced in end-to-end BI implementation and solution development is highly desirable.', 'Strong SQL and Excel skills, knowledge of Python & experience in using Tableau/Hollistic/Metabase or other BI dashboard is a plus.', 'Deliver positive energy, great communicative skill & a can-do spirit is an asset.', 'Excellent communication in English and Bahasa Indonesia.', 'Willing to be placed in Surabaya.']","['Data Visualization', 'Data Analysis', 'Databases', 'Data Management']","<div class=""jsx-3475296548""><p><strong>Responsibilities:</strong></p>
<ol><li>Align with stakeholders to identify issues and use data to propose solutions for effective decision-making.</li>
<li>Lead new data analytics capability rollouts throughout GoCement.</li>
<li>Crunch the given data and propose strategy-related decisions to growth hack the<br/>
market.</li>
<li>Creating Daily/Weekly/monthly performance analysis dashboards to monitor the<br/>
performance of the business, to locate risk and discover potential business opportunities.</li>
</ol>
<p><strong>Requirements:</strong></p>
<ol><li>Education background in Statistics, Computer Science, Engineering, Mathematics or related fields with min 2 years working experience at a Start-Up / Management Consulting Company.</li>
<li>Experienced in end-to-end BI implementation and solution development is highly desirable.</li>
<li>Strong SQL and Excel skills, knowledge of Python &amp; experience in using Tableau/Hollistic/Metabase or other BI dashboard is a plus.</li>
<li>Deliver positive energy, great communicative skill &amp; a can-do spirit is an asset.</li>
<li>Excellent communication in English and Bahasa Indonesia.</li>
<li>Willing to be placed in Surabaya.</li>
</ol>
<p><br/></p></div>",2021-11-10 13:49:42.389888
https://www.techinasia.com/jobs/9a8bbe17-5c81-484c-a103-ef8282ab9009,Business Process Analyst,GoCement,Marketplaces (miscellaneous niche),11 – 50,Date created: 4 Oct 2021,"Surabaya, Indonesia",Full-time,1 to 4 years,"['Data Scientist (B2B Data/NLP/Machine Learning, Remote)LeadbookChennai, IndiaINR 75,000 – 150,000 3 Nov 2021', 'Data EngineerArunaJakarta, Indonesia 1d ago', 'Data Analyst (Mid)Bobobox IndonesiaBandung, Java, Indonesia 31 Oct 2021', 'Senior Data ScientistJULOJakarta, IndonesiaIDR 15,000,000 – 30,000,000 29 Oct 2021', 'Data Scientist (English CV only)Data Arts Xperience   Jakarta, IndonesiaIDR 5,000,000 – 40,000,000 26 Oct 2021']","['Data Scientist (B2B Data/NLP/Machine Learning, Remote)LeadbookChennai, IndiaINR 75,000 – 150,000 3 Nov 2021', 'Data EngineerArunaJakarta, Indonesia 1d ago', 'Data Analyst (Mid)Bobobox IndonesiaBandung, Java, Indonesia 31 Oct 2021', 'Senior Data ScientistJULOJakarta, IndonesiaIDR 15,000,000 – 30,000,000 29 Oct 2021', 'Data Scientist (English CV only)Data Arts Xperience   Jakarta, IndonesiaIDR 5,000,000 – 40,000,000 26 Oct 2021']","['Analytical Skills', 'Analytics & Reporting', 'Business Analysis']","<div class=""jsx-3475296548""><p>Responsibilities</p>
<ol><li>Understanding the workings of organization-wide process to improve and maintain them</li>
<li>Helping management to create and analyze business process SOP and WI</li>
</ol>
<p>Requirements:</p>
<ol><li>Bachelor's degree in quantitative major (engineering, statistic, business, etc)</li>
<li>Willing to work in Surabaya</li>
<li>Proven work experience as a quality assurance / data control or similar</li>
<li>Good organizational and time management skills</li>
<li>Effective written and verbal communication skills</li>
<li>Good computer literacy</li>
</ol>
<p><br/></p></div>",2021-11-10 13:49:49.958358
https://www.techinasia.com/jobs/3bbfc34f-544a-47aa-828b-3feac6072c04,HR Business Analyst,DataOn Corp,"Software, Enterprise Resource Planning",201 – 500,Date created: 15 Sep 2021,"Indonesia Bulk Terminal, Indonesia",Full-time,4 to 7 years,"['Proven work experience as a business analyst in HRIS (Peoplesoft, Workday,SAP SuccessFactors) minimum 3 years', 'Strong knowledge of business information system', 'Ability to explain technical details', 'Excellent analytical skills and communication skills']","['Perform design and upgrades of information systems to meet the business and client needs', 'Provide documentation of all processes as needed', 'Implement best practices for supportability, ease of maintenance, and system performance', 'Coordinate and communicate effectively with the internal developer team']","['Human Resources', 'Business Analysis', 'Analytical Skills']","<div class=""jsx-3475296548""><p><strong>Requirements :</strong></p>
<ul><li>Proven work experience as a business analyst in HRIS (Peoplesoft, Workday,SAP SuccessFactors) minimum 3 years</li>
<li>Strong knowledge of business information system</li>
<li>Ability to explain technical details</li>
<li>Excellent analytical skills and communication skills</li>
</ul>
<p><strong>Job Descriptions :</strong></p>
<ul><li>Perform design and upgrades of information systems to meet the business and client needs</li>
<li>Provide documentation of all processes as needed</li>
<li>Implement best practices for supportability, ease of maintenance, and system performance</li>
<li>Coordinate and communicate effectively with the internal developer team</li>
</ul>
<p><br/></p>
<p><br/></p></div>",2021-11-10 13:49:52.178136
https://www.techinasia.com/jobs/91a31c4c-e009-46ab-9164-c79c891f98fa,Sales Operation Analyst,99.co,Marketplaces (Property),11 – 50,Date created: 4 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Developing and maintaining daily, weekly, monthly and quarterly reports and Key Performance Indicators', 'Create monthly content for executive presentations and board reporting', 'Track and analyze key metrics including pipeline growth, win/loss rates, and quota attainment', 'Own the end-to-end process of tracking the sales funnel and operational metrics and delivering regular insights to the business; define and deliver techniques to improve the funnel performance for sales management.', 'Partnering with Sales Leaders to create and maintain sales forecasting models and data', 'Assisting the Sales Leaders with Pipeline and Opportunity inspection', 'Preparing Quarterly Business Review presentations', 'Supporting Financial Record for All Sales Achievement']","['3+ years of experience (1+ year in a sales role and 2+ years in Sales Operations)', 'Tech oriented', 'Proficiency with Microsoft Office', 'The ability to understand the strategic direction and goals of the Sales Department and support appropriate processes to facilitate achievement of business objectives', 'Well-developed capabilities in problem-solving and crafting efficient processes', 'A result and success oriented mentality, conveying a sense of urgency and driving issues to closure', 'An ability to initiate and build relationships with people in an open, friendly, and accepting manner', 'An innate drive to innovate and optimize the use of available resources', 'Comfort with adapting and adjusting to multiple demands, shifting priorities, ambiguity, and rapid change']","['Microsoft Office Suite', 'Sales Support', 'Data Analysis']","<div class=""jsx-3475296548""><p>A sales ops member who analyzes data, research, and/or processes. Duties may include handling sales data and reports, compensation and incentive plans, sales processes, and customer and marketing data. They help make data-driven decisions and recommendations for improving the sales funnel and process.</p>
<p><strong>Responsibilities:</strong></p>
<ul><li>Developing and maintaining daily, weekly, monthly and quarterly reports and Key Performance Indicators</li>
<li>Create monthly content for executive presentations and board reporting</li>
<li>Track and analyze key metrics including pipeline growth, win/loss rates, and quota attainment</li>
<li>Own the end-to-end process of tracking the sales funnel and operational metrics and delivering regular insights to the business; define and deliver techniques to improve the funnel performance for sales management.</li>
<li>Partnering with Sales Leaders to create and maintain sales forecasting models and data</li>
<li>Assisting the Sales Leaders with Pipeline and Opportunity inspection</li>
<li>Preparing Quarterly Business Review presentations</li>
<li>Supporting Financial Record for All Sales Achievement</li>
</ul>
<p><strong>You should have the following:</strong></p>
<ul><li>3+ years of experience (1+ year in a sales role and 2+ years in Sales Operations)</li>
<li>Tech oriented</li>
<li>Proficiency with Microsoft Office</li>
<li>The ability to understand the strategic direction and goals of the Sales Department and support appropriate processes to facilitate achievement of business objectives</li>
<li>Well-developed capabilities in problem-solving and crafting efficient processes</li>
<li>A result and success oriented mentality, conveying a sense of urgency and driving issues to closure</li>
<li>An ability to initiate and build relationships with people in an open, friendly, and accepting manner</li>
<li>An innate drive to innovate and optimize the use of available resources</li>
<li>Comfort with adapting and adjusting to multiple demands, shifting priorities, ambiguity, and rapid change<br/></li>
</ul>
<p><br/></p></div>",2021-11-10 13:49:57.043760
https://www.techinasia.com/jobs/7a032da7-b50f-4156-98aa-810dc046b39f,Senior Business Intelligence Analyst,Mekari (PT. Mid Solusi Nusantara),Enterprise Software,"501 – 1,000",Date created: 4 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Define and implement BI & analytic strategies to uncover actionable insights and opportunities from our existing data. Performs analysis and generating insights and recommendations to support the business/product in decision making.', 'Improve processes by applying BI best practices.', 'Manage data products and disseminating information.', 'Consulting with internal customers (e.g. Operation, Commercial, Product, etc) to develop analyses that lead to actionable insights.', 'Collect data from multiple sources to create integrated views that can be used to drive decision making.', 'In charge for the day to day analytical requirements, communicating issues, suggesting remedial action and improvements where appropriate.', 'Oversee the execution of strategy recommendations for intelligence/data-driven capacity.', 'Accountable for data integrity and quality, ensuring it is continuously maintained and improved.', 'Develop and update technical documentation as necessary.\xa0']","['Analytical mindset and ability to see the big picture and influence others.\xa0', 'Detail-oriented and must have an aptitude for solving unstructured problems. The role will require the ability to extract data from various sources and to design/construct/execute complex analyses to come up with data/report that help solve the business problem.\xa0', 'Background in data warehouse design (e.g. dimensional modeling) and data mining.', 'Familiarity with BI technologies.', 'Familiar with one or more languages for querying (e.g. SQL, PostgreSQL).', '2+ years of experience with Big Data/Analytics Platform like R, Phyton is preferred.', '2+ years of ecperience with BI tools like Tableau, Looker or similar.', 'Proven abilities to take initiative and be innovative.', 'Analytical mind with a problem-solving aptitude.', 'BSc/BA in Mathematics, Computer Science, Engineering or relevant field.\xa0']","['Big Data', 'Data Analysis', 'Business Intelligence']","<div class=""jsx-3475296548""><p>Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Sleekr, Talenta, Jurnal, KlikPajak) have been used by tens of thousands of business in Indonesia.</p>
<p>To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.</p>
<p><strong>Job Responsibilities: </strong></p>
<ul><li>Define and implement BI &amp; analytic strategies to uncover actionable insights and opportunities from our existing data. Performs analysis and generating insights and recommendations to support the business/product in decision making.</li>
<li>Improve processes by applying BI best practices.</li>
<li>Manage data products and disseminating information.</li>
<li>Consulting with internal customers (e.g. Operation, Commercial, Product, etc) to develop analyses that lead to actionable insights.</li>
<li>Collect data from multiple sources to create integrated views that can be used to drive decision making.</li>
<li>In charge for the day to day analytical requirements, communicating issues, suggesting remedial action and improvements where appropriate.</li>
<li>Oversee the execution of strategy recommendations for intelligence/data-driven capacity.</li>
<li>Accountable for data integrity and quality, ensuring it is continuously maintained and improved.</li>
<li>Develop and update technical documentation as necessary. </li>
</ul>
<p><strong>Job Requirements:  </strong></p>
<ul><li>Analytical mindset and ability to see the big picture and influence others. </li>
<li>Detail-oriented and must have an aptitude for solving unstructured problems. The role will require the ability to extract data from various sources and to design/construct/execute complex analyses to come up with data/report that help solve the business problem. </li>
<li>Background in data warehouse design (e.g. dimensional modeling) and data mining.</li>
<li>Familiarity with BI technologies.</li>
<li>Familiar with one or more languages for querying (e.g. SQL, PostgreSQL).</li>
<li>2+ years of experience with Big Data/Analytics Platform like R, Phyton is preferred.</li>
<li>2+ years of ecperience with BI tools like Tableau, Looker or similar.</li>
<li>Proven abilities to take initiative and be innovative.</li>
<li>Analytical mind with a problem-solving aptitude.</li>
<li>BSc/BA in Mathematics, Computer Science, Engineering or relevant field. </li>
</ul>
<p><strong>What You Will Get</strong></p>
<ol><li>Competitive salary + daily allowance.</li>
<li>Private health insurance (outpatient, inpatient, maternity, dental).</li>
<li>Allowance for sports activities and glasses/contact lenses.</li>
<li>Strategic office location, accessible by MRT.</li>
<li>Flexible working hours and remote work culture.</li>
<li>Notebook Ownership Program.</li>
<li>Friendly and dynamic work environment.</li>
<li>Opportunity to take part in growing Indonesia's no. 1 SaaS company.</li>
</ol>
<p>Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up. We wish you the best. Have a great day</p>
<p><br/></p></div>",2021-11-10 13:49:59.388627
https://www.techinasia.com/jobs/2e2861b7-0527-469d-9179-37af55930e52,(Remote) Senior Business Intelligence Analyst,Kitabisa.com,Crowdfunding,51 – 200,Date created: 23 Sep 2021,"Jakarta, Indonesia",Full-time,4 to 7 years,"['Business Analyst (Trainee Program)Sagara Technology GroupJakarta, IndonesiaUp to IDR 1,000,000 13 Oct 2021', 'Senior Data AnalystHappyFreshJakarta, Indonesia 2 Nov 2021', 'Data EngineerDaganganYogyakarta, Indonesia 18 Oct 2021', 'Data EngineerPT. Informasi Teknologi IndonesiaIndonesia Bulk Terminal, IndonesiaIDR 10,000,000 – 20,000,000 30 Sep 2021', 'Business AnalystPT Wahana Semesta IlmuJakarta, IndonesiaIDR 11,000,000 – 13,000,000 16 Sep 2021']","['Business Analyst (Trainee Program)Sagara Technology GroupJakarta, IndonesiaUp to IDR 1,000,000 13 Oct 2021', 'Senior Data AnalystHappyFreshJakarta, Indonesia 2 Nov 2021', 'Data EngineerDaganganYogyakarta, Indonesia 18 Oct 2021', 'Data EngineerPT. Informasi Teknologi IndonesiaIndonesia Bulk Terminal, IndonesiaIDR 10,000,000 – 20,000,000 30 Sep 2021', 'Business AnalystPT Wahana Semesta IlmuJakarta, IndonesiaIDR 11,000,000 – 13,000,000 16 Sep 2021']","['Business Analysis', 'Business Intelligence', 'Data Analysis', 'Big Data', 'Data Warehouse', 'Data Management', 'Data Mining', 'MySQL', 'PostgreSQL']","<div class=""jsx-3475296548""><p>Minimum Qualifications and Experience</p>
<ul><li>Minimum 3 years of experience in Analytics or Business Intelligence</li>
<li>Have banking, Insurance or tech company experience</li>
<li>Experience with statistical analysis and financial forecasting</li>
<li>Attention to detail and the ability to identify data patterns</li>
<li>Must have the ability to write complex SQL</li>
<li>Understand relational database (MySQL, PostgreSQL)</li>
<li>Familiar with Tableau or other data visualization tools</li>
<li>Strong analytical skills, great attention to details, and good communication skills</li>
<li>Abreast of industry updates</li>
<li>An ability and eagerness to constantly learn and teach others</li>
<li>Ability to work independently in a professional and teamwork driven setting</li>
<li>Self-motivated, work quickly and accurately, and able to adapt to changing conditions</li>
</ul>
<p>Job Description</p>
<ul><li>Identifies financial status by comparing and analyzing actual results with plans and forecasts.</li>
<li>Improves financial status by analyzing results; monitoring variances; identifying trends; recommending actions to management.</li>
<li>Recommends actions by analyzing and interpreting data and making comparative analyses; studying proposed changes in methods and materials.</li>
<li>Develop a strong understanding of Kitabisa data warehouse and pipeline in order to provide the right data to business users</li>
<li>Build reports, ad-hoc queries and dashboards as needed by high-level management in order to monitor business health and seek new opportunity to further grow our business</li>
<li>Build internal tools and automated process to reduce the time spent by the team to solve ad-hoc requests</li>
<li>Be a trusted business advisor in terms of how to use data in the most effective manner to solve problems, and not just being reactive to requests</li>
<li>Contribute to the learning and development of the BI team. Continuous learning is a requirement within the team--we have to always be growing</li>
</ul>
<p><br/></p></div>",2021-11-10 13:50:03.732378
https://www.techinasia.com/jobs/c7a8faa9-38b3-48f7-a47e-782499654b56,Data Analytic Performance Marketing,Hypefast,Ecommerce aggregators,51 – 200,Date created: 3 Nov 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Data Validation Support (Part-time)KulinaYogyakarta, IndonesiaIDR 1,500,000 1 Oct 2021', 'Digital MarketingHD Car Care IndonesiaJakarta, IndonesiaIDR 4,000,000 – 5,000,000 8 Oct 2021', 'Business Analyst (SingSaver)Hyphen GroupSingapore, SingaporeSGD 3,000 – 4,000 15 Sep 2021', 'Senior Data ScientistJULOJakarta, IndonesiaIDR 15,000,000 – 30,000,000 29 Oct 2021', 'Digital Performance Marketing Specialist (Elixus)Ematic SolutionsManila, PhilippinesPHP 32,000 – 43,000 1d ago']","['Data Validation Support (Part-time)KulinaYogyakarta, IndonesiaIDR 1,500,000 1 Oct 2021', 'Digital MarketingHD Car Care IndonesiaJakarta, IndonesiaIDR 4,000,000 – 5,000,000 8 Oct 2021', 'Business Analyst (SingSaver)Hyphen GroupSingapore, SingaporeSGD 3,000 – 4,000 15 Sep 2021', 'Senior Data ScientistJULOJakarta, IndonesiaIDR 15,000,000 – 30,000,000 29 Oct 2021', 'Digital Performance Marketing Specialist (Elixus)Ematic SolutionsManila, PhilippinesPHP 32,000 – 43,000 1d ago']","['Data Analysis', 'Microsoft Excel', 'Digital Marketing', 'Digital Media']","<div class=""jsx-3475296548""><p>About the Role: The Data Administrator offers support to the Performance Marketing, Campaign, and brand team by providing key data to ensure that the data is accurate, complete, and current.What You’ll Do: </p>
<ol><li>Data Integrity, managing reporting from various data sources (Facebook ads, google ads, marketplace data, google sheets, etc)</li>
<li>Cleanse and analyze ads data, customer data, &amp; transaction data.</li>
<li>Identify (and notify) regarding data irregularity and inconsistent data.</li>
<li>Document tracking, managing, and maintaining the data for the performance and campaign team.</li>
<li>Work closely with Brand Manager, Commercial Team and Digital Performance Team, give analysis, suggest new insight to grow their brand (increase traffic, basket size, revenue, repeat orders, churn prevention, cross-selling)</li>
<li>Perform data conversions (within internal &amp; external) to understand or make conclusions for business decision-making purposes</li>
</ol>
<p>Requirement: </p>
<ol><li>High proficiency in Excel or Google Sheet (queries, pivot tables, and v-lookups)</li>
<li>Detailed and meticulous</li>
<li>Possess structured &amp; critical thinking, with great attention to detail</li>
<li>Proficient in other Microsoft Office / Google suite programs</li>
<li>Organizational and Communication Skills</li>
<li>A positive “can-do” attitude</li>
<li>Thorough with strong analytical skills &amp; critical thinking</li>
<li>Knowledge of attribution metrics, digital marketing automation tools, or Google Data Studio is an advantage</li>
<li>*Fresh Graduates are welcome to apply</li>
</ol>
<p>About the Role: The Data Administrator offers support to the Performance Marketing, Campaign, and brand team by providing key data to ensure that the data is accurate, complete, and current.What You’ll Do: </p>
<ol><li>Data Integrity, managing reporting from various data sources (Facebook ads, google ads, marketplace data, google sheets, etc)</li>
<li>Cleanse and analyze ads data, customer data, &amp; transaction data.</li>
<li>Identify (and notify) regarding data irregularity and inconsistent data.</li>
<li>Document tracking, managing, and maintaining the data for the performance and campaign team.</li>
<li>Work closely with Brand Manager, Commercial Team and Digital Performance Team, give analysis, suggest new insight to grow their brand (increase traffic, basket size, revenue, repeat orders, churn prevention, cross-selling)</li>
<li>Perform data conversions (within internal &amp; external) to understand or make conclusions for business decision-making purposes</li>
</ol>
<p>Requirement: </p>
<ol><li>High proficiency in Excel or Google Sheet (queries, pivot tables, and v-lookups)</li>
<li>Detailed and meticulous</li>
<li>Possess structured &amp; critical thinking, with great attention to detail</li>
<li>Proficient in other Microsoft Office / Google suite programs</li>
<li>Organizational and Communication Skills</li>
<li>A positive “can-do” attitude</li>
<li>Thorough with strong analytical skills &amp; critical thinking</li>
<li>Knowledge of attribution metrics, digital marketing automation tools, or Google Data Studio is an advantage</li>
<li>*Fresh Graduates are welcome to apply</li>
</ol>
<p><br/></p></div>",2021-11-10 13:50:06.054519
https://www.techinasia.com/jobs/12e482fb-89c5-4213-8408-c21f699235ee,Data Analytics Officer ,Bina Nusantara Group,Education Tech,"1,001 – 5,000",Date created: 13 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Striving for excellence.\nWe continuously do our best to achieve\xa0high quality results\xa0in every aspect of our work.', 'Perseverance.\nWe stay calm, focused, never give up, and quickly recover in overcoming challenges.', 'Integrity.\nWe are honest, transparent, sincere, and courageous in doing the right thing.', 'Respect.\nWe Care for others; we value differences and contributions from every individual', 'Innovation.\nWe encourage creative, breakthrough, and sustainable ideas to continuously improve processes in order to achieve better results.', 'Teamwork.\nWe believe in the importance of collaborative, effective, and trustful working relationships as one team.']","['Striving for excellence.\nWe continuously do our best to achieve\xa0high quality results\xa0in every aspect of our work.', 'Perseverance.\nWe stay calm, focused, never give up, and quickly recover in overcoming challenges.', 'Integrity.\nWe are honest, transparent, sincere, and courageous in doing the right thing.', 'Respect.\nWe Care for others; we value differences and contributions from every individual', 'Innovation.\nWe encourage creative, breakthrough, and sustainable ideas to continuously improve processes in order to achieve better results.', 'Teamwork.\nWe believe in the importance of collaborative, effective, and trustful working relationships as one team.']","['Data Science', 'Data Management', 'Data Analysis', 'Tableau']","<div class=""jsx-3475296548""><ul><li>Ensure effective data management and analysis for various organizational performance purposes</li>
<li>Maintain accurate, update and evaluation of data related to institutional data &amp; analytic</li>
<li>Ensure effective and accurate data gathering &amp; analysis of institutional data</li>
<li>Ensure excellent operational process and services for all stakeholders</li>
<li>Build strong and effective internal cooperation which support the overall objectives of the department</li>
</ul>
<p>Requirements:</p>
<ul><li>Candidate must possess at least Bachelor Degree in Computer Sciences, Information Systems (Database)</li>
<li>Experience in data analitics and big data process</li>
<li>Experience in using <strong>Tableau</strong> or other data analytic tools</li>
<li>Good communication and analitical thinking</li>
<li>Hardworker, fast learner and team work</li>
</ul>
<p><br/></p></div>",2021-11-10 13:50:08.185392
https://www.techinasia.com/jobs/b74732b5-c42d-4734-b1af-90c49b3e97f4,Data Scientist,kumparan.com,"News, Digital Media",201 – 500,Date created: 7 Oct 2021,"Jakarta, Indonesia",Full-time,1 to 4 years,"['Comfortable with Python programming language', 'In-depth understanding of the various machine learning method (Classification, Regression, Clustering, etc.)', 'Able to experiment and implement machine learning models', 'Have experience working on data science projects', 'Good at problem-solving and work systematically', 'Self motivated and able to work in a team', 'Great to have: \xa0Did a complex NLP project or recommendation system project, or have to experience in the big data ecosystem', 'Nice to have: Understand SQL, have used git']","['Data GovernancePT Generasi Teknologi BuanaJakarta, Indonesia 27 Sep 2021', 'Senior Data EngineerBobobox IndonesiaBandung, Java, Indonesia 5 Nov 2021', 'Data Analyst & Operations AssociateHypefastJakarta, Indonesia 17 Sep 2021', 'Data Scientist - Kompas.idKompas GramediaJakarta, IndonesiaIDR 8,000,000 – 9,000,000 22 Sep 2021', 'Data EngineerGramedia Writing ProjectJakarta, Indonesia 3 Oct 2021']","['Python', 'Machine Learning', 'SQL']","<div class=""jsx-3475296548""><p>We are looking for a Data Scientist to join our Data team. As a Data Scientist, you will encounter business problems that need to be solved by processing a large amount of data and create a system or model to solve it. You will develop the system from end-to-end, from the data collection, preprocessing of the data, building of the model, validation of the model, and serving the model in production with the help of other Data Scientists and Data Infrastructure engineers. In general, we prefer a data scientist who is curious, likes to solve a complex problem, develop the solution, and have a passion for machine learning.</p>
<p><strong>Job Qualifications :</strong></p>
<ul><li>Comfortable with Python programming language</li>
<li>In-depth understanding of the various machine learning method (Classification, Regression, Clustering, etc.)</li>
<li>Able to experiment and implement machine learning models</li>
<li>Have experience working on data science projects</li>
<li>Good at problem-solving and work systematically</li>
<li>Self motivated and able to work in a team</li>
<li>Great to have:  Did a complex NLP project or recommendation system project, or have to experience in the big data ecosystem</li>
<li>Nice to have: Understand SQL, have used git</li>
</ul>
<p><br/></p></div>",2021-11-10 13:50:10.459951
